ID,CountDate,MaterialID,PartialCountID,AreasToCount,WorksheetXAreas,Counter,Priority,Completed,Unscheduled,Material Not Found,Reason Scheduled,CM Print Flag,Notes
242,04/20/2022,223,0,,,Chris,,TRUE,FALSE,FALSE,,FALSE,
243,04/20/2022,192,0,,,Calvin2,,FALSE,FALSE,FALSE,,FALSE,
244,04/20/2022,62,0,,,Chris,,TRUE,FALSE,FALSE,,FALSE,
245,04/20/2022,111,0,,,Calvin,,TRUE,FALSE,FALSE,,FALSE,
246,04/20/2022,131,0,,,Calvin,,TRUE,FALSE,FALSE,,FALSE,
247,04/20/2022,93,0,,,Calvin,,TRUE,FALSE,FALSE,,FALSE,
248,04/20/2022,106,0,,,Chris,,TRUE,FALSE,FALSE,,FALSE,
249,04/20/2022,222,0,,,Calvin2,,FALSE,FALSE,FALSE,,FALSE,
250,04/20/2022,218,0,,,Calvin2,,FALSE,FALSE,FALSE,,FALSE,
251,04/21/2022,44,0,,,Chris2,,TRUE,FALSE,FALSE,,FALSE,
252,04/21/2022,56,0,,,Chris2,,TRUE,FALSE,FALSE,,FALSE,
253,04/21/2022,125,0,,,Chris2,,TRUE,FALSE,FALSE,,FALSE,
254,04/21/2022,156,0,,,Chris2,,TRUE,FALSE,TRUE,,FALSE,all in IQC
255,04/21/2022,166,0,,,Chris2,,TRUE,FALSE,FALSE,dblcheck counts on this part - do not include 1092348-04,FALSE,
256,04/21/2022,191,0,,,Chris2,,TRUE,FALSE,FALSE,,FALSE,
257,04/21/2022,226,0,,,Calvin2,,TRUE,FALSE,FALSE,,FALSE,
258,04/21/2022,258,0,,,Calvin2,,TRUE,FALSE,FALSE,,FALSE,
259,04/21/2022,263,0,,,Calvin2,,TRUE,FALSE,FALSE,,FALSE,
260,04/21/2022,270,0,,,Calvin2,,TRUE,FALSE,FALSE,,FALSE,
261,04/21/2022,271,0,,,Calvin2,,TRUE,FALSE,FALSE,,FALSE,
262,04/21/2022,274,0,,,Calvin2,,TRUE,FALSE,FALSE,,FALSE,
263,04/21/2022,419,0,,,Calvin2,,TRUE,FALSE,FALSE,,FALSE,
264,04/21/2022,164,0,,,Calvin2,,TRUE,FALSE,FALSE,,FALSE,really an A-part? Prolly not - see 1092348-06. dblcheck counts on this part - do not include 1092348-06
265,04/21/2022,133,0,,,Chris2,,TRUE,FALSE,FALSE,really a part?,FALSE,
266,04/21/2022,283,0,,,Chris,,TRUE,FALSE,FALSE,really a part?,FALSE,
267,04/21/2022,659,0,,,Calvin,,TRUE,FALSE,FALSE,really a part?,FALSE,
268,04/21/2022,187,0,,,Calvin,,TRUE,FALSE,FALSE,really a part?,FALSE,
269,04/21/2022,189,0,,,Chris,,TRUE,FALSE,FALSE,really a part?,FALSE,
270,04/21/2022,293,0,,,Chris,,TRUE,FALSE,FALSE,really a part?,FALSE,
271,04/21/2022,660,0,,,Chris,,TRUE,FALSE,FALSE,really a part?,FALSE,
272,04/21/2022,385,0,,,Chris,,TRUE,FALSE,FALSE,,FALSE,really a part? Not on Ryan's list
273,04/22/2022,564,0,,,Calvin,,FALSE,FALSE,FALSE,,FALSE,
274,04/21/2022,28,0,,,Nikkia,,TRUE,FALSE,FALSE,,FALSE,"8000 @868, only count flr_RBFB"
275,04/21/2022,126,0,,,Calvin,,TRUE,TRUE,FALSE,,FALSE,
276,04/22/2022,385,0,,,Calvin,vfy,TRUE,FALSE,FALSE,,FALSE,
277,04/22/2022,56,0,,,Calvin,vfy,TRUE,FALSE,FALSE,,FALSE,
278,04/22/2022,263,0,,,Chris,vfy,FALSE,FALSE,FALSE,,FALSE,
279,04/22/2022,133,0,,,Chris,vfy,FALSE,FALSE,FALSE,,FALSE,
280,04/22/2022,2,0,,,Calvin2,vfy,TRUE,FALSE,FALSE,,FALSE,
281,04/22/2022,8,0,,,Chris,,TRUE,FALSE,FALSE,,FALSE,
282,04/22/2022,18,0,,,Chris,,FALSE,FALSE,FALSE,,FALSE,
283,04/22/2022,20,0,,,Chris,,FALSE,FALSE,FALSE,,FALSE,
284,04/22/2022,22,0,,,Chris,,FALSE,FALSE,FALSE,,FALSE,
285,04/22/2022,29,0,,,Chris,,FALSE,FALSE,FALSE,,FALSE,
286,04/22/2022,94,0,,,Chris,,FALSE,FALSE,FALSE,,FALSE,
287,04/22/2022,204,0,,,Chris,,FALSE,FALSE,FALSE,,FALSE,
288,04/25/2022,152,0,,,Nikkia/Calvin,,FALSE,FALSE,FALSE,Recent movement of this material,FALSE,
289,04/25/2022,224,0,,,Calvin,,TRUE,FALSE,FALSE,Recent movement of this material,FALSE,
290,04/25/2022,65,0,,,Calvin,,TRUE,FALSE,FALSE,Recent movement of this material,FALSE,
291,04/25/2022,286,0,,,Chris,,TRUE,FALSE,FALSE,Recent movement of this material,FALSE,
