Material,Plant,Valuation Type,Material description,Last Change,Material type,Material Group,Base Unit of Measure,Purchasing Group,ABC Indicator,MRP Type,Valuation Class,Price control,Price,Currency,Price unit,Created by
610100T00-012-G,FW62,,"RES,thickfilm,1KOhm,+/-5%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610100T00-044-G,FW62,,"RES,thickfilm,1KOhm,+/-5%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610100V00-011-G,FW62,,"RES,thickfilm,499KOhm,+/-1%,1/10W,SMD060",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,2.70,USD,10,FIIWENG02
610101100-011-G,FW62,,"RES,1Ohm,+/-1%,1/10W,G,SMD0603G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,5.90,USD,10,FIIWENG02
610101100-044-G,FW62,,"RES,1 Ohm,+/-1%,1/10W,SMD0603,ROHSG",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,3.80,USD,10,FIIWENG02
610101T00-011-G,FW62,,"RES,thickfilm,47Ohm,+/-5%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.16,USD,1,FIIWENG02
610101T00-012-G,FW62,,"RES,thickfilm,47Ohm,+/-5%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610101T00-044-G,FW62,,"RES,thickfilm,47Ohm,+/-5%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610101Y00-011-G,FW62,,"RES,thickfilm,39Ohm,+/-5%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.16,USD,1,FIIWENG02
610101Y00-012-G,FW62,,"RES,thickfilm,39Ohm,+/-5%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610101Y00-044-G,FW62,,"RES,thickfilm,39Ohm,+/-5%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610102400-011-G,FW62,,"RES,22.1KOhm,+/-1%,1/16W,G,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.90,USD,10,FIIWENG02
610102700-011-G,FW62,,"RES,thickfilm,49.9Ohm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.70,USD,10,FIIWENG02
610102700-012-G,FW62,,"RES,thickfilm,49.9Ohm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.90,USD,10,FIIWENG02
610102700-044-G,FW62,,"RES,thickfilm,49.9Ohm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610102709-012-G,FW62,,"RES,thick film,49.9Ohm,+/-1%,1/16W,SMD04",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610102709-044-G,FW62,,"RES,thick film,49.9Ohm,+/-1%,1/16W,SMD04",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
61010270C-011-G,FW62,,"RES,thick film,49.9Ohm,+/-1%,1/16W,SMD0",08/08/2022,ZROH,UMOTHR,KPC,FWJ,B,PD,3000,V,0.00,USD,1,FIIWENG02
610102900-011-G,FW62,,"RES,75 Ohm,+/-1%,1/16W,G,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.70,USD,10,FIIWENG02
610102900-012-G,FW62,,"RES,thickfilm,75Ohm,+/-1%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610102900-044-G,FW62,,"RES,thickfilm,75Ohm,+/-1%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610102C00-011-G,FW62,,"RES,15KOhm,+/-5%,1/16W,G,SMD042",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.60,USD,10,FIIWENG02
610102C00-012-G,FW62,,"RES,thickfilm,15KOhm,+/-5%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610102C00-044-G,FW62,,"RES,thickfilm,15KOhm,+/-5%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610102E00-011-G,FW62,,"RES,thickfilm,100Ohm,+/-5%,1/16W,SMD0402",08/08/2022,ZROH,UMOTHR,KPC,FWJ,B,PD,3000,V,15.00,USD,10,FIIWENG02
610102E00-012-G,FW62,,"RES,thickfilm,100Ohm,+/-5%,1/16W,SMD0402",08/08/2022,ZROH,UMOTHR,KPC,FWJ,B,PD,3000,V,0.00,USD,10,FIIWENG02
610102E00-044-G,FW62,,"RES,thickfilm,100Ohm,+/-5%,1/16W,SMD0402",08/08/2022,ZROH,UMOTHR,KPC,FWJ,B,PD,3000,V,0.00,USD,10,FIIWENG02
610102F00-011-G,FW62,,"RES,121 Ohm,+/-1%,1/10W,G,SMD0",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,3.90,USD,10,FIIWENG02
610103100-011-G,FW62,,"RES,150 Ohm,+/-5%,1/16W,G,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.59,USD,10,FIIWENG02
610103300-011-G,FW62,,"RES,thickfilm,100KOhm,+/-5%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.40,USD,10,FIIWENG02
610103300-012-G,FW62,,"RES,thickfilm,100KOhm,+/-5%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.13,USD,1,FIIWENG02
610103300-044-G,FW62,,"RES,100KOhm,+/-5%,1/16W,G,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.57,USD,10,FIIWENG02
610103308-012-G,FW62,,"RES,thick film,100KOhm,+/-5%,1/16W,SMD04",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610103600-011-G,FW62,,"RES,1Ohm,+/-1%,1/4W,G,SMD1206",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,24.20,USD,10,FIIWENG02
610103600-012-G,FW62,,"RES,thickfilm,1 Ohm,+/-1%,1/4W,SMD1206,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.89,USD,1,FIIWENG02
610103600-044-G,FW62,,"RES,thick film,1Ohm,+/-1%,1/4W,SMD1206,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.25,USD,1,FIIWENG02
610103Y00-011-G,FW62,,"RES,10 Ohm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,7.60,USD,10,FIIWENG02
610103Y00-012-G,FW62,,"RES,thickfilm,10Ohm,+/-1%,1/10W,SMD0603,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.35,USD,1,FIIWENG02
610103Y00-044-G,FW62,,"RES,10Ohm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,3.80,USD,10,FIIWENG02
610103Y0A-011-G,FW62,,"RES,thick film,10Ohm,+/-1%,1/10W,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610104500-011-G,FW62,,"RES,thick film,1MOhm,+/-1%,1/10W,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,2.71,USD,10,FIIWENG02
610105E00-011-G,FW62,,"RES,thickfilm,60.4Ohm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,"1,700.19",USD,"10,000",FIIWENG02
610105E00-012-G,FW62,,"RES,thickfilm,60.4Ohm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,10,FIIWENG02
610105E00-044-G,FW62,,"RES,thick film,60.4Ohm,+/-1%,1/16W,SMD04",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,10,FIIWENG02
610105U00-011-G,FW62,,"RES,300Ohm,+/-1%,1/10W,G,SMD063",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,2.70,USD,10,FIIWENG02
610105U00-012-G,FW62,,"RES,thickfilm,300Ohm,+/-1%,1/10W,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610105U00-044-G,FW62,,"RES,300Ohm,+/-1%,1/10W,G,SMD063",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,3.79,USD,10,FIIWENG02
610107300-012-G,FW62,,"RES,thick film,0Ohm,+/-5%,1/2W,SMD1206,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.60,USD,1,FIIWENG02
610107600-011-G,FW62,,"RES,thick film,20M Ohm,+/-5%,1/10W,SMD06",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.31,USD,1,FIIWENG02
610107600-012-G,FW62,,"RES,thickfilm,20MOhm,+/-5%,1/10W,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610107600-014-G,FW62,,"RES,thickfilm,20MOhm,+/-5%,1/10W,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610107600-017-G,FW62,,"RES,thickfilm,20MOhm,+/-5%,1/10W,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610107600-044-G,FW62,,"RES,thickfilm,20MOhm,+/-5%,1/10W,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610107800-011-G,FW62,,Thick Film Resistors - SMD 3.3 Ohms 100m,08/02/2022,ZROH,UMOTHR,KPC,FWJ,B,PD,3000,V,6.80,USD,1,FIIWENG02
610107A00-011-G,FW62,,"RES,0 Ohm,+/-5%,1/16W,G,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.40,USD,10,FIIWENG02
610107A00-012-G,FW62,,"RES,thickfilm,0Ohm,+/-5%,1/16W,SMD0402,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,"1,601.55",USD,"10,000",FIIWENG02
610107A00-044-G,FW62,,"RES,thickfilm,0Ohm,+/-5%,1/16W,SMD0402,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.55,USD,10,FIIWENG02
610107A00-S0001,FW62,,"RES,thickfilm,0Ohm,+/-5%,1/16W,SMD0402,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,"1,000",FIIWENG02
610107A0B-044-G,FW62,,"RES,thick film,0Ohm,+/-5%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610107B00-011-G,FW62,,"RES,4.7KOhm,+/-5%,1/16W,G,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.40,USD,10,FIIWENG02
610107B00-012-G,FW62,,"RES,thickfilm,4.7KOhm,+/-5%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.13,USD,1,FIIWENG02
610107B00-044-G,FW62,,"RES,thickfilm,4.7KOhm,+/-5%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.55,USD,10,FIIWENG02
610107B08-011-G,FW62,,"RES,thick film,4.7KOhm,+/-5%,1/16W,SMD04",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610107C00-011-G,FW62,,"RES,thickfilm,10KOhm,+/-5%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.40,USD,10,FIIWENG02
610107C00-012-G,FW62,,"RES,thickfilm,10KOhm,+/-5%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610107C00-044-G,FW62,,"RES,10KOhm,+/-5%,1/16W,G,SMD04",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.55,USD,10,FIIWENG02
610107G00-011-G,FW62,,"RES,thick film,28.7KOhm,+/-1%,1/10W,SMD0",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,2.70,USD,10,FIIWENG02
610107G00-044-G,FW62,,"RES,28.7KOhm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,3.81,USD,10,FIIWENG02
610107L00-011-G,FW62,,"RES,1Ohm,+/-5%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,6.20,USD,10,FIIWENG02
610107L00-012-G,FW62,,"RES,thickfilm,1Ohm,+/-5%,1/10W,SMD0603,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610107L00-044-G,FW62,,"RES,thickfilm,1Ohm,+/-5%,1/10W,SMD0603,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610108300-011-G,FW62,,"RES,thickfilm,0Ohm,+/-5%,1/10W,SMD0603,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,2.90,USD,10,FIIWENG02
610108300-012-G,FW62,,"RES,thickfilm,0Ohm,+/-5%,1/10W,SMD0603,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.30,USD,1,FIIWENG02
610108300-044-G,FW62,,"RES,thickfilm,0Ohm,+/-5%,1/10W,SMD0603,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,3.10,USD,10,FIIWENG02
610108309-044-G,FW62,,"RES,thick film,0Ohm,+/-5%,1/10W,SMD0603,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
610108U00-011-G,FW62,,"RES,10KOhm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.40,USD,10,FIIWENG02
610109400-011-G,FW62,,"RES,2.2KOhm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,3.90,USD,10,FIIWENG02
610109900-011-G,FW62,,"RES,1KOhm,+/-1%,1/10W,G,SMD0603""""""""",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,3.80,USD,10,FIIWENG02
610109E00-011-G,FW62,,"RES,10 Ohm,+/-5%,1/4W,G,SMD1206",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,17.40,USD,10,FIIWENG02
610109E00-012-G,FW62,,"RES,10 Ohm,+/-5%,1/4W,SMD1206,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,17.40,USD,10,FIIWENG02
610109F00-011-G,FW62,,"RES,12KOhm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,2.70,USD,10,FIIWENG02
610109F00-044-G,FW62,,"RES,12KOhm,+/-1%,1/10W,G,SMD063",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,3.80,USD,10,FIIWENG02
61010AC00-011-G,FW62,,"RES,2.2 Ohm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,5.90,USD,10,FIIWENG02
61010AC00-012-G,FW62,,"RES,2.2 Ohm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,5.79,USD,10,FIIWENG02
61010AC00-S0001,FW62,,"RES,thickfilm,2.2Ohm,+/-1%,1/10W,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,"1,000",FIIWENG02
61010AJ00-011-G,FW62,,"RES,thickfilm,33Ohm,+/-5%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.60,USD,10,FIIWENG02
61010AJ00-012-G,FW62,,"RES,thickfilm,33Ohm,+/-5%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.13,USD,1,FIIWENG02
61010AJ00-034-G,FW62,,"RES,thick film,33 Ohm,+/-5%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
61010AJ00-044-G,FW62,,"RES,33Ohm,+/-5%,1/16W,G,SMD04",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.57,USD,10,FIIWENG02
61010AK00-011-G,FW62,,"RES,0Ohm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,2.90,USD,10,FIIWENG02
61010AK00-012-G,FW62,,"RES,thickfilm,0Ohm,+/-1%,1/10W,SMD0603,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.30,USD,1,FIIWJOB
61010AK00-044-G,FW62,,"RES,0Ohm,+/-1%,1/10W,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,3.10,USD,10,FIIWENG02
61010BG00-011-G,FW62,,"RES,100 Ohm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,2.70,USD,10,FIIWENG02
61010BG00-012-G,FW62,,"RES,100 Ohm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,4.00,USD,10,FIIWENG02
61010BG00-044-G,FW62,,"RES,thickfilm,100Ohm,+/-1%,1/10W,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
61010CF00-011-G,FW62,,"RES,thick film,6.04KOhm,+/-1%,1/10W,SMD0",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,3.90,USD,10,FIIWENG02
61010DE00-011-G,FW62,,"RES,33.2KOhm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,3.90,USD,10,FIIWENG02
61010DF00-011-G,FW62,,"RES,7.15KOhm,+/-1%,1/10W,G,SMD",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.40,USD,10,FIIWENG02
61010DL00-011-G,FW62,,"RES,thickfilm,0Ohm,+/-5%,1/8W,SMD0805,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,"5,599.51",USD,"10,000",FIIWENG02
61010DL00-012-G,FW62,,"RES,thickfilm,0Ohm,+/-5%,1/8W,SMD0805,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,10,FIIWENG02
61010DL00-044-G,FW62,,"RES,thickfilm,0Ohm,+/-5%,1/8W,SMD0805,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,10,FIIWENG02
61010DM00-011-G,FW62,,"RES,200 Ohm,+/-1%,1/10W,G,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,2.70,USD,10,FIIWENG02
61010DM00-012-G,FW62,,"RES,thickfilm,200Ohm,+/-1%,1/10W,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,10,FIIWENG02
61010DM00-044-G,FW62,,"RES,thickfilm,200Ohm,+/-1%,1/10W,SMD0603",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,10,FIIWENG02
61010ES00-011-G,FW62,,"RES,24.9 Ohm,+/-1%,1/16W,G,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.70,USD,10,FIIWENG02
61010ES00-012-G,FW62,,"RES,24.9 Ohm,+/-1%,1/16W,G,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.90,USD,10,FIIWENG02
61010ES00-044-G,FW62,,"RES,thickfilm,24.9Ohm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,10,FIIWENG02
61010FE00-011-G,FW62,,"RES,100Ohm,+/-1%,1/16W,G,SMD04022,G2,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.70,USD,10,FIIWENG02
61010FE00-012-G,FW62,,"RES,thickfilm,100Ohm,+/-1%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.16,USD,1,FIIWENG02
61010FE00-044-G,FW62,,"RES,100Ohm,+/-1%,1/16W,G,SMD04022,G2,G",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.84,USD,10,FIIWENG02
61010FE00-S0001,FW62,,"RES,thickfilm,100Ohm,+/-1%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,"1,000",FIIWENG02
61010FE0A-011-G,FW62,,"RES,thick film,100Ohm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
61010FE0G-011-G,FW62,,"RES,thick film,100Ohm,+/-1%,1/16W,SMD040",08/08/2022,ZROH,UMOTHR,KPC,FWJ,B,PD,3000,V,0.00,USD,1,FIIWENG02
61010FE0L-012-G,FW62,,"RES,thick film,100Ohm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.19,USD,1,FIIWENG02
61010FE0L-044-G,FW62,,"RES,thick film,100Ohm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.18,USD,1,FIIWENG02
61010FF00-011-G,FW62,,"RES,thick film,150Ohm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,46.28,USD,10,FIIWENG02
61010FF00-012-G,FW62,,"RES,thick film,150Ohm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.90,USD,10,FIIWENG02
61010FF00-044-G,FW62,,"RES,thickfilm,150Ohm,+/-1%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
61010FF08-012-G,FW62,,"RES,thick film,150Ohm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
61010FF08-044-G,FW62,,"RES,thick film,150Ohm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
61010FG00-011-G,FW62,,"RES,thickfilm,20KOhm,+/-5%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.41,USD,10,FIIWENG02
61010FG00-012-G,FW62,,"RES,thickfilm,20KOhm,+/-5%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
61010FG00-044-G,FW62,,"RES,thickfilm,20KOhm,+/-5%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
61010FJ00-011-G,FW62,,"RES,thick film,120KOhm,+/-1%,1/16W,SMD04",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.71,USD,10,FIIWENG02
61010FL00-011-G,FW62,,"RES,2.2KOhm,+/-5%,1/16W,G,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.40,USD,10,FIIWENG02
61010FL00-044-G,FW62,,"RES,2.2KOhm,+/-5%,1/16W,G,SMD0",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.55,USD,10,FIIWENG02
61010FL01-012-G,FW62,,"RES,thickfilm,2.2KOhm,+/-5%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
61010FV00-011-G,FW62,,"RES,thick film,10 Ohm,+/-5%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.32,USD,1,FIIWENG02
61010FV00-012-G,FW62,,"RES,thickfilm,10Ohm,+/-5%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.16,USD,1,FIIWENG02
61010FV00-044-G,FW62,,"RES,thickfilm,10Ohm,+/-5%,1/16W,SMD0402,",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.16,USD,1,FIIWENG02
61010FV0A-011-G,FW62,,"RES,thick film,10Ohm,+/-5%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
61010G500-011-G,FW62,,"RES,10KOhm,+/-1%,1/16W,G,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,1.70,USD,10,FIIWENG02
61010G500-012-G,FW62,,"RES,thickfilm,10KOhm,+/-1%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.18,USD,1,FIIWENG02
61010G500-044-G,FW62,,"RES,thickfilm,10KOhm,+/-1%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.18,USD,1,FIIWENG02
61010G502-044-G,FW62,,"RES,thickfilm,10KOhm,+/-1%,1/16W,SMD0402",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.18,USD,1,FIIWENG02
61010G50C-011-G,FW62,,"RES,thick film,10KOhm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.00,USD,1,FIIWENG02
61010G50H-044-G,FW62,,"RES,thick film,10KOhm,+/-1%,1/16W,SMD040",09/07/2022,ZROH,UMOTHR,KPC,FWJ,C,PD,3000,V,0.18,USD,1,FIIWENG02
