Material,Plant,Valuation Type,Material description,Last Change,Material type,Material Group,Base Unit of Measure,Purchasing Group,ABC Indicator,MRP Type,Valuation Class,Price control,Price,Currency,Price unit,Created by
E33955-002,FW61,,Slip Sheet,09/28/2021,ZROH,UMOTHR,EA,FW3,A,PD,3000,V,"25,152.86",USD,"10,000",FIIWENG02
E3SB25E00001FE,FW62,,"XTAL,",07/19/2022,ZROH,UMOTHR,KPC,FWJ,B,PD,3000,V,0.00,USD,10,FIIWENG02
E3SB25E00002QE-G,FW62,,"XTAL,25MHz",09/07/2022,ZROH,UMOTHR,KPC,FWJ,A,PD,3000,V,60.00,USD,1,FIIWENG02
EA2532YA16-25.000MTR,FW62,,XTAL,08/08/2022,ZROH,UMOTHR,KPC,FWJ,B,PD,3000,V,0.00,USD,10,FIIWENG02
ECS-250-12-30-GN-TR-G,FW62,,XTAL,09/07/2022,ZROH,UMOTHR,KPC,FWJ,A,PD,3000,V,0.00,USD,1,FIIWENG02
EK-32107-21E0-G,FW62,,"Nut,Free machining brass,M2x0.4,3.5,3,4,",09/07/2022,ZROH,UMOTHR,EA,SP4,A,PD,3000,V,800.00,USD,"10,000",FIIWENG02
EKY-101ETD101-G,FW62,,"CAP ELEC DIP 100U 100V(20%,10*20)NPN",09/07/2022,ZROH,UMOTHR,EA,SP4,A,PD,3000,V,0.00,USD,"10,000",FIIWENG02
EKYA101ELL101MJ20S,FW62,,"ECAP,AL,Low ESR(LESR),100uF,+/-20%,100V,",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,0.00,USD,1,FIIWENG02
EKYA101ETD101M-G,FW62,,"ECAP,AL,Low ESR(LESR),100uF,+/-20%,100V,",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,140.00,USD,1,FIIWENG02
EKYB101ELL-G,FW62,,"ECAP,AL,Low ESR(LESR),56uF,+/-20%,100V,1",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,777.42,USD,10,FIIWENG02
EKYB101ELL560MJC5S,FW62,,"ECAP,AL,Low ESR(LESR),56uF,+/-20%,100V,1",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,"3,119.00",USD,10,FIIWENG02
EKYB101ETD560-G,FW62,,"ECAP,AL,Low ESR(LESR),56uF,+/-20%,100V,1",09/07/2022,ZROH,UMOTHR,KPC,SP4,A,PD,3000,V,75.00,USD,1,FIIWENG02
ELTSAD-65BKN-G,FW62,,"Salecom,Switch Connector,tact,50mA,12V,6",09/07/2022,ZROH,UMOTHR,EA,SP1,A,PD,3000,V,"3,300.00",USD,"10,000",FIIWENG02
EPH2H-0210-0002SZ,FW61,,"LABEL, PACKAGING, BLANK, 4""X2""",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-120-00350-04,FW61,,"PACKAGING, ASSEMBLY, IQ7 MI, A",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-140-00195-02,FW61,,QUICK INSTALLATION GUIDE IQ8X,09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00003-01,FW61,,"RES,150R,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00006-01,FW61,,"RES,1K,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00009-01,FW61,,"RES,10R,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00010-01,FW61,,"RES,10K,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00011-01,FW61,,"RES,2K0,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00015-01,FW61,,"RES,200R,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00019-01,FW61,,"RES,100R,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00020-01,FW61,,"RES,49R9,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00032-01,FW61,,"RES,32K4,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00034-01,FW61,,"RES,4K75,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00035-01,FW61,,"RES,475K,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00038-01,FW61,,"RES,45R3,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00040-01,FW61,,"RES,12K,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00047-01,FW61,,"RES,7R5,0402,1%,200PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00053-01,FW61,,"RES,1K5,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00056-01,FW61,,"RES,THERMISTOR,NTC,10K,0402,1%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00064-01,FW61,,"RES,120K,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00075-01,FW61,,"RES,19R6,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00080-01,FW61,,"RES,86K6,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00082-01,FW61,,"RES,51K1,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00105-01,FW61,,"RES,4K99,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00112-01,FW61,,"RES,5K76,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00116-01,FW61,,"RES,5K9,0402,1%,100PPM,1/16W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00118-01,FW61,,"RES,2K37,1%,1/16W,100PPM,0402",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00122-01,FW61,,"RES,12K7,1%,1/16W,100PPM,0402",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00124-01,FW61,,"RES,24K9,0.1%,1/16W,25PPM,0402",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00129-01,FW61,,"RES,38K3,0.1%,1/16W,25PPM,0402",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00130-01,FW61,,"RES,1R,1%,1/16W,200PPM,0402",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00132-01,FW61,,"RES,2K80,1%,1/16W,100PPM,0402",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00166-01,FW61,,"RES,0R,50MR,1A,0402,AEC-Q200",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00174-01,FW61,,"RES,33K2,1%,1/16W,100PPM,0402",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-400-00177-01,FW61,,"RES,10K,0.1%,1/16W,25PPM,0402",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-401-00015-01,FW61,,"RES,0R,0603,1%,1/16W,50V",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-402-00006-01,FW61,,"RES,499K,0805,1%,100PPM,1/8W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-402-00042,FW61,,"RES, 6R8, 0805, AEC-Q200, 200P",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-402-00047-01,FW61,,"RES, 2R, 1%, 1/2W, 200PPM, 150V, 0805, P",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-402-00050-01,FW61,,"RES,147K,1%,1/8W,100PPM,0805",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-402-00051-01,FW61,,"RES,66K5,1%,1/8W,100PPM,0805",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-403-00004-01,FW61,,"RES,0R,1/4W,2A,1206,AEC-Q200",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-403-00011-01,FW61,,"RES,1M,1206,1%,100PPM,1/4W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-403-00088-01,FW61,,"RES,1M,1%,1/4W,100PPM5,1206",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-403-00102-01,FW61,,"RES,470R,1%,1/4W,200PPM5,1206",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-403-00129-01,FW61,,"RES, 1R5, 1%, 1/4W, 200PPM, 20",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-404-00019-01,FW61,,"RES,3MR,2512,1%,METAL STRIP,1W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-410-00002-01,FW61,,"CAP,100NF,16V,X7R,0402,10%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-410-00003-01,FW61,,"CAP,10NF,16V,X7R,0402,10%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-410-00005-01,FW61,,"CAP,100PF,50V,C0G,0402,5%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-410-00011-01,FW61,,"CAP,22NF ,25V,X7R,0402,10%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-410-00012-01,FW61,,"CAP,3.3NF,50V,X7R,0402,10%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-410-00020-01,FW61,,"CAP,1NF,25V,C0G,0402,5%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-410-00021-01,FW61,,"CAP,1.5NF,50V,X7R,0402,10%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-410-00028-01,FW61,,"CAP,47PF,25V,C0G,0402,5%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-410-00030-01,FW61,,"CAP, 15PF, 50V, C0G, 0402, 5%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-410-00037-01,FW61,,"CAP,330PF,25V,C0G,0402,5%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-410-00040-01,FW61,,"CAP,1UF,6.3V,X7S,0402,20%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-410-00041-01,FW61,,"CAP,470PF,25V,C0G,0402,5%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-411-00001-01,FW61,,"CAP,100NF,25V,X7R,0603,10%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-411-00010-01,FW61,,"CAP,220PF,50V,C0G,0603,5%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-411-00023-01,FW61,,"CAP,1.0UF,10V,X7R,10%,0603",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-411-00029-01,FW61,,"CAP,6.8NF,25V,C0G,0603,5%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-411-00060-01,FW61,,"CAP,1.2NF,50V,C0G,0603,5%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-411-00068-01,FW61,,"CAP,1UF,25V,X7R,0603,20%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-411-00076-01,FW61,,"CAP,CER,4.7NF,100V,5%,C0G,0603",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-412-00020-01,FW61,,"CAP,CER,10UF,10V,10%,X7R,0805",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-412-00023-01,FW61,,"CAP,CER,220NF,25V,5%,X7R,0805",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-412-00024-01,FW61,,"CAP,CER,470NF,25V,5%,X7R,0805",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-413-00024-01,FW61,,"CAP,1UF,100V,X7R,1206,20%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-413-00034-01,FW61,,"CAP,22UF,6.3V,X7R,1206,20%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-413-00035-01,FW61,,"CAP,10UF,25V,X7R,10%,1206",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-413-00037-01,FW61,,"CAP,4.7UF,X7R,1206,1.8MM,10%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-413-00044-01,FW61,,"CAP,47NF,50V,C0G,1206,5%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-413-00061-01,FW61,,"CAP,100NF,100V,X7R,1206,20%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-413-00079-01,FW61,,"CAP,220PF,1KV,C0G,1206,5%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-413-00085-01,FW61,,"CAP,680PF,1000V,5%,C0G,1206",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-413-00088-02,FW61,,"CAP,2.2UF,100V,10%,X7S,1206",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-413-00094-01,FW61,,"CAP,100NF,5%,C0G,1206,AUTO",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-414-00059-01,FW61,,"CAP,15NF,1KV,5%,C0G,1210,AUTO",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-415-00122-01,FW61,,"CAP,FILM,330NF,305VAC,20%,TH",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-415-00126-01,FW61,,"CAP,AL,3300UF,63V,PTH,18X40MM",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-415-00135-01,FW61,,"CAP,CER,4.7NF,400VAC,20%,Z5UTH",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-415-00195-01,FW61,,"CAP, FILM, 330NF, 305VAC, 20%",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-420-00057-01,FW61,,"IND,310NH,15%,30AI-35AI,TH",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-420-00080-01,FW61,,"IND,1UH,30%,1A IRMS,90MR,0805",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-420-00086-01,FW61,,"IND,4.7UH,20%,1-2.1A,1008,SHLD",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-420-00089-01,FW61,,"IND,220UH,20%,7345,SHLDED",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-420-00091-01,FW61,,"IND,10UH,10%,0.504R,1210,WRWND",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-421-00013-01,FW61,,"BEAD,120R,5A,20MR,0805,SMT",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-422-00160-03,FW61,,"XFMR,PLC,HORNET,TH,RM7",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-422-00179-04,FW61,,"XFMR, MAIN, TH, 4T2LP 15T3LS",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-423-00041-02,FW61,,"CMC,2.4MH,100UH,TH,HORNET2",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-430-00053-01,FW61,,"FUSE,3.15A,TIME LAG,RADIAL",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-430-00103-01_A,FW61,,"MOV,175V,80J,18MM D,20MM H,TH,",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-430-00138-01,FW61,,"SIDAC,190V,200A,SMB",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-430-00141-01,FW61,,"TVSD,5V,43.5A,400W,SMA,LOW CJ",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-430-00147-01_A,FW61,,"GDT,600V,5KA,20%, AXIAL straight leads",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-432-00015-01,FW61,,"XTAL,25MHZ,200UW,100R,8PF,3225",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-440-00081-01,FW61,,"MSFT,N-CH,600V,23A,109MR,TOLL8",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-440-00082-01,FW61,,"MSFT,N-CH,60V,2.4MR,DFN5,LW QG",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-441-00006-01,FW61,,"SIGNAL,COM K,0.2A,70V,SOT23",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-441-00017-01,FW61,,"SIGNAL,SERIES,70V,0.2A,SOT23",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-441-00055-01,FW61,,"SCHTTKY,BRDG,40V,120MA,SOT363",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-441-00069-01,FW61,,"SCHTTKY,DUAL,30V,200MA,SOT323",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-441-00072-01,FW61,,"DIOD,SWTCHNG,0.25A,100V,SOD523",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-441-00099-01,FW61,,"DIOD,SCHTTKY,1.4A,100V,LW_LKG_SOD-123W",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-442-00012-01,FW61,,"LED,BICOLOR,REDGREEN,PLCC4,SMD",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-452-00013-01,FW61,,"IC,DUAL COMP,GRL PURPOSE,MSOP",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-454-00005-01,FW61,,"IC,V.REG,DC/DC,75V,0.7A,VSSOP8",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-454-00064-01,FW61,,"IC,V.REG,DC/DC,17V,2A,SOT23-6",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-454-00170-01,FW61,,"IC, RESET MONITOR, 2.93V, PUSH  - smd -",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-455-00017-01,FW61,,"MOSFET DRIVER, 4A PEAK, DUAL ISOLATED, S",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-455-00022-01,FW61,,"MSFT DRVR,2CH,2.5ASOURCE,SOIC8",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-473-00015-01,FW61,,"IC,FLASH,64MBIT,2.7-3.6V,SO8",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-480-00033-01,FW61,,"ASIC,HUMMNGB,CHRG PUMP,SOT23-3",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-480-00040-01,FW61,,"ASIC, SWIFT 2, 0.5MM P, LQFP-8",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-480-00043-01,FW61,,"ASIC, PHOEBE3B, TSSOP14, 0.65M",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-620-01322-02,FW61,,PCB IQ8H NA SWIFT2,09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-701-00530-07,FW61,,"BRACKET, MOUNTING, HORNET 3",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-701-00818-02,FW61,,"HEAT SPREADER, AC, HORNET 3",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-701-00834-02,FW61,,"HEAT SPREADER, DC, HORNET 3 V2",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-702-00168-02,FW61,,"DUCKBILL,SILICONE,CUSTOM",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-702-00261-02,FW61,,"STOVEPIPE,HORNET",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-702-00656-06,FW61,,"BASE,ENCLOSURE,HORNET 3",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-702-00800-07,FW61,,"CAP,ULTRASONIC WELDING,HORNET",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-702-00818-02,FW61,,"HORNET3,E-CAP,ASSEMBLY SUPPORT",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-702-00911-01,FW61,,"ENCLOSURE LID, HORNET 3",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
EPH2H-730-00241-01,FW61,,"SCREW, CSK, TORX T6, PT, K28 X",09/29/2022,ZROH,UMOTHR,EA,FW3,C,PD,3000,V,0.00,USD,10,RICHARD.COOP
